TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Hour,DayOfWeek,TimeSincePrevTxn_Hours,AccountTxnFrequency,AmountToBalanceRatio,UniqueDevicesPerAccount,UniqueLocationsPerAccount,IsFraud,FraudLabel,RiskSegment
TX001133,AC00236,185.71,2023-08-07 16:15:00,Debit,Virginia Beach,D000635,32.71.250.58,M084,Branch,48,Engineer,194,1,2679.91,2024-11-04 08:09:00,16,Monday,10911.9,6,0.0692712549097135,6,6,0,Legitimate,Low Risk
TX000950,AC00236,375.45,2023-12-05 17:57:00,Debit,Fort Worth,D000310,5.252.94.135,M015,Branch,19,Student,32,1,1307.23,2024-11-04 08:08:00,17,Tuesday,8030.183333333333,6,0.28699081965709394,6,6,0,Legitimate,Medium Risk
TX000925,AC00237,590.01,2023-02-06 16:42:00,Debit,San Jose,D000248,197.162.55.147,M044,Online,29,Doctor,140,3,9791.74,2024-11-04 08:07:00,16,Monday,15279.416666666666,5,0.06024973602893572,4,5,0,Legitimate,Medium Risk
TX000724,AC00237,72.75,2023-05-01 16:30:00,Debit,Phoenix,D000413,105.136.156.29,M067,ATM,64,Doctor,15,1,12042.79,2024-11-04 08:07:00,16,Monday,13263.616666666667,5,0.006040457364334648,4,5,0,Legitimate,Low Risk
TX001852,AC00237,167.92,2023-06-26 17:54:00,Debit,Memphis,D000671,214.125.131.88,M050,ATM,40,Doctor,136,2,14321.73,2024-11-04 08:08:00,17,Monday,11918.233333333334,5,0.011724021886888881,4,5,0,Legitimate,Low Risk
TX002030,AC00237,885.33,2023-08-22 18:41:00,Credit,Raleigh,D000413,40.226.196.34,M025,ATM,47,Engineer,59,1,7764.16,2024-11-04 08:10:00,18,Tuesday,10549.483333333334,5,0.11401310468811976,4,5,0,Legitimate,Low Risk
TX000199,AC00237,113.64,2023-10-24 17:09:00,Debit,Detroit,D000022,31.127.129.152,M038,Online,62,Retired,32,1,6675.03,2024-11-04 08:07:00,17,Tuesday,9038.966666666667,5,0.017022092471124305,4,5,0,Legitimate,Low Risk
TX002356,AC00238,335.68,2023-11-06 17:20:00,Debit,Tucson,D000558,86.83.61.143,M062,Online,24,Student,142,1,1188.95,2024-11-04 08:11:00,17,Monday,8726.85,1,0.28209588638178074,1,1,0,Legitimate,Medium Risk
TX001931,AC00239,302.63,2023-02-28 17:24:00,Credit,San Jose,D000444,182.225.2.156,M052,Branch,27,Engineer,10,1,2801.28,2024-11-04 08:07:00,17,Tuesday,14750.716666666667,5,0.10799420471901451,5,5,0,Legitimate,Low Risk
TX000992,AC00239,99.16,2023-02-28 17:55:00,Debit,San Francisco,D000573,84.237.126.96,M045,Online,79,Retired,202,1,2607.58,2024-11-04 08:10:00,17,Tuesday,14750.25,5,0.03801301857715692,5,5,0,Legitimate,Low Risk
TX002100,AC00239,123.35,2023-08-11 17:00:00,Credit,Baltimore,D000170,172.111.76.65,M070,Online,31,Doctor,10,1,6852.16,2024-11-04 08:09:00,17,Friday,10815.15,5,0.017998996083558535,5,5,0,Legitimate,Low Risk
TX001507,AC00239,278.88,2023-09-29 16:53:00,Debit,Kansas City,D000350,184.185.209.72,M001,Branch,64,Doctor,179,2,1334.09,2024-11-04 08:09:00,16,Friday,9639.266666666666,5,0.20888479428353146,5,5,0,Legitimate,Medium Risk
TX000076,AC00239,232.12,2023-12-28 17:31:00,Debit,Omaha,D000073,156.173.170.140,M066,ATM,37,Engineer,51,1,6689.87,2024-11-04 08:09:00,17,Thursday,7478.633333333333,5,0.03469205051062119,5,5,0,Legitimate,Low Risk
TX000568,AC00240,350.14,2023-03-24 18:50:00,Credit,Los Angeles,D000182,161.168.126.136,M048,Online,75,Retired,38,1,2403.25,2024-11-04 08:08:00,18,Friday,14173.3,2,0.14563377352604762,2,2,0,Legitimate,Low Risk
TX000696,AC00240,1151.18,2023-08-25 17:26:00,Debit,Kansas City,D000208,72.192.101.196,M055,ATM,65,Doctor,105,1,1100.06,2024-11-04 08:07:00,17,Friday,10478.683333333332,2,1.0455197718562115,2,2,1,Fraud,High Risk (Flagged)
TX000845,AC00241,233.1,2023-01-16 17:28:00,Credit,Nashville,D000472,38.164.132.63,M011,Branch,42,Doctor,37,1,7469.2,2024-11-04 08:11:00,17,Monday,15782.716666666667,9,0.03120398382908088,8,8,0,Legitimate,Low Risk
TX000025,AC00241,145.54,2023-03-02 16:43:00,Debit,Raleigh,D000036,119.186.154.104,M028,Online,21,Student,96,1,1930.96,2024-11-04 08:07:00,16,Thursday,14703.4,9,0.07533282262572724,8,8,0,Legitimate,Low Risk
TX002397,AC00241,25.32,2023-03-07 17:49:00,Debit,Oklahoma City,D000422,9.230.41.239,M090,ATM,19,Student,25,1,1642.34,2024-11-04 08:09:00,17,Tuesday,14582.333333333334,9,0.015407645405089635,8,8,0,Legitimate,Low Risk
TX001142,AC00241,112.72,2023-03-27 16:34:00,Debit,Washington,D000602,189.248.139.91,M028,Branch,31,Doctor,17,1,9630.0,2024-11-04 08:12:00,16,Monday,14103.633333333333,9,0.011703872910393522,8,8,0,Legitimate,Low Risk
TX001466,AC00241,272.97,2023-04-17 18:42:00,Debit,Boston,D000638,66.226.179.193,M033,Online,68,Retired,174,1,7811.31,2024-11-04 08:10:00,18,Monday,13597.466666666667,9,0.034941009765357495,8,8,0,Legitimate,Low Risk
TX001587,AC00241,211.36,2023-09-14 17:08:00,Debit,San Francisco,D000039,223.189.165.37,M020,Branch,47,Engineer,194,1,4760.34,2024-11-04 08:11:00,17,Thursday,9999.05,9,0.04439086475656013,8,8,0,Legitimate,Low Risk
TX001666,AC00241,112.66,2023-09-18 16:28:00,Debit,Philadelphia,D000602,53.218.177.171,M049,Online,29,Engineer,176,3,852.98,2024-11-04 08:07:00,16,Monday,9903.65,9,0.13192346424974824,8,8,0,Legitimate,Medium Risk
TX002136,AC00241,440.43,2023-09-21 17:41:00,Debit,Colorado Springs,D000614,111.226.226.202,M015,Branch,78,Retired,23,1,5123.24,2024-11-04 08:07:00,17,Thursday,9830.433333333332,9,0.08595030677720014,8,8,0,Legitimate,Low Risk
TX002045,AC00241,188.61,2024-01-01 17:16:00,Debit,Boston,D000451,107.248.120.12,M083,Online,67,Retired,26,1,7167.57,2024-11-04 08:06:00,17,Monday,7382.833333333333,9,0.026310686789694462,8,8,0,Legitimate,Low Risk
TX000019,AC00242,18.68,2023-02-21 16:56:00,Credit,Albuquerque,D000530,93.218.115.132,M054,Branch,59,Retired,106,1,7948.37,2024-11-04 08:12:00,16,Tuesday,14919.266666666666,9,0.0023498717508431484,9,7,0,Legitimate,Low Risk
TX000684,AC00242,120.62,2023-02-27 16:37:00,Debit,Raleigh,D000024,134.222.122.238,M087,ATM,23,Student,85,1,9379.53,2024-11-04 08:06:00,16,Monday,14775.483333333334,9,0.012858548504188995,9,7,0,Legitimate,Low Risk
TX000066,AC00242,201.33,2023-03-29 17:00:00,Credit,Nashville,D000098,145.246.171.225,M003,Branch,42,Engineer,186,1,2585.07,2024-11-04 08:11:00,17,Wednesday,14055.183333333332,9,0.07785172095109567,9,7,0,Legitimate,Low Risk
TX001582,AC00242,37.58,2023-04-17 18:22:00,Debit,Indianapolis,D000047,5.252.94.135,M051,ATM,57,Doctor,182,1,259.44,2024-11-04 08:12:00,18,Monday,13597.833333333334,9,0.1442942712332975,9,7,0,Legitimate,Low Risk
TX002453,AC00242,66.76,2023-04-24 18:29:00,Credit,Austin,D000670,97.106.5.76,M004,Branch,36,Doctor,44,1,184.72,2024-11-04 08:10:00,18,Monday,13429.683333333332,9,0.35946586258884344,9,7,0,Legitimate,Medium Risk
TX001383,AC00242,411.72,2023-06-20 18:43:00,Debit,Washington,D000104,166.41.54.117,M014,Branch,29,Doctor,153,1,8539.86,2024-11-04 08:11:00,18,Tuesday,12061.466666666667,9,0.04820591837355957,9,7,0,Legitimate,Low Risk
TX002127,AC00242,84.91,2023-10-16 18:38:00,Debit,Raleigh,D000667,141.201.46.191,M034,Online,18,Student,68,1,1671.86,2024-11-04 08:06:00,18,Monday,9229.466666666667,9,0.05075738555527659,9,7,0,Legitimate,Low Risk
TX000612,AC00242,35.16,2023-10-25 17:50:00,Debit,Chicago,D000075,195.237.152.198,M029,Branch,32,Engineer,130,1,8459.18,2024-11-04 08:10:00,17,Wednesday,9014.333333333334,9,0.0041559399445401865,9,7,0,Legitimate,Low Risk
TX000152,AC00242,332.93,2023-11-20 16:29:00,Credit,Albuquerque,D000548,113.115.81.178,M039,Branch,35,Engineer,293,1,2788.2,2024-11-04 08:08:00,16,Monday,8391.65,9,0.11936397533342895,9,7,0,Legitimate,Low Risk
TX002311,AC00243,176.52,2023-03-14 17:06:00,Credit,San Diego,D000333,223.32.70.156,M022,Online,73,Retired,94,5,7132.08,2024-11-04 08:08:00,17,Tuesday,14415.033333333333,4,0.02474667324633959,4,4,0,Legitimate,Medium Risk
TX001160,AC00243,149.4,2023-05-02 16:30:00,Debit,Chicago,D000077,154.138.163.229,M039,ATM,53,Retired,123,1,1035.22,2024-11-04 08:10:00,16,Tuesday,13239.666666666666,4,0.1441778772847465,4,4,0,Legitimate,Low Risk
TX001922,AC00243,14.92,2023-05-22 16:51:00,Debit,Las Vegas,D000521,56.89.80.133,M044,Branch,26,Engineer,120,1,6611.26,2024-11-04 08:07:00,16,Monday,12759.266666666666,4,0.002256414599546902,4,4,0,Legitimate,Low Risk
TX000951,AC00243,388.98,2023-08-21 17:10:00,Debit,Fresno,D000548,78.69.172.205,M005,ATM,23,Student,155,1,1819.91,2024-11-04 08:08:00,17,Monday,10574.966666666667,4,0.21361846549252847,4,4,0,Legitimate,Medium Risk
TX000729,AC00244,504.71,2023-04-10 18:27:00,Debit,Detroit,D000009,24.148.92.177,M060,Online,29,Engineer,61,1,6214.54,2024-11-04 08:08:00,18,Monday,13765.683333333332,5,0.08120131155136963,5,5,0,Legitimate,Low Risk
TX001701,AC00244,21.13,2023-04-25 16:11:00,Debit,Dallas,D000549,68.254.244.208,M090,Branch,28,Student,153,1,948.7,2024-11-04 08:10:00,16,Tuesday,13407.983333333334,5,0.02224913130462251,5,5,0,Legitimate,Low Risk
TX001950,AC00244,737.1,2023-07-19 16:11:00,Debit,Washington,D000637,146.250.144.172,M032,ATM,60,Retired,92,1,4644.19,2024-11-04 08:11:00,16,Wednesday,11368.0,5,0.15868026926778023,5,5,0,Legitimate,Medium Risk
TX001239,AC00244,410.97,2023-09-25 17:01:00,Debit,Los Angeles,D000309,148.112.151.27,M026,ATM,22,Student,45,1,151.42,2024-11-04 08:11:00,17,Monday,9735.166666666666,5,2.696299698202336,5,5,0,Legitimate,Medium Risk
TX001700,AC00244,152.34,2023-10-12 17:10:00,Debit,Omaha,D000128,110.64.1.201,M044,Branch,55,Doctor,115,1,6853.51,2024-11-04 08:08:00,17,Thursday,9326.966666666667,5,0.022224783390789423,5,5,0,Legitimate,Low Risk
TX001116,AC00245,42.58,2023-02-06 16:32:00,Debit,San Jose,D000388,214.247.164.80,M057,Online,30,Doctor,80,1,13485.0,2024-11-04 08:10:00,16,Monday,15279.633333333333,6,0.0031573483612635325,6,6,0,Legitimate,Low Risk
TX001445,AC00245,169.28,2023-03-27 18:08:00,Debit,Philadelphia,D000227,218.238.171.184,M057,Branch,45,Doctor,114,1,5128.44,2024-11-04 08:11:00,18,Monday,14102.05,6,0.03300165320190898,6,6,0,Legitimate,Low Risk
TX002431,AC00245,331.22,2023-05-25 16:27:00,Credit,Oklahoma City,D000444,101.90.40.193,M035,Branch,61,Doctor,161,1,12613.25,2024-11-04 08:12:00,16,Thursday,12687.75,6,0.02625760548585925,6,6,0,Legitimate,Low Risk
TX001558,AC00245,262.43,2023-06-13 17:26:00,Credit,San Diego,D000365,172.184.35.29,M046,Online,37,Doctor,274,5,12841.01,2024-11-04 08:07:00,17,Tuesday,12230.683333333332,6,0.02043527454035622,6,6,0,Legitimate,Medium Risk
TX001986,AC00245,77.44,2023-06-26 16:28:00,Debit,Washington,D000218,195.164.171.146,M011,Branch,58,Retired,268,1,1950.63,2024-11-04 08:10:00,16,Monday,11919.7,6,0.03967965239312779,6,6,0,Legitimate,Low Risk
TX002003,AC00245,178.55,2023-12-15 16:16:00,Debit,Houston,D000630,16.250.113.156,M076,Branch,55,Engineer,67,1,7568.4,2024-11-04 08:12:00,16,Friday,7791.933333333333,6,0.023588395381404077,6,6,0,Legitimate,Low Risk
TX001524,AC00246,3.65,2023-02-13 17:48:00,Debit,Miami,D000115,21.28.32.1,M098,Online,69,Doctor,146,1,10017.11,2024-11-04 08:11:00,17,Monday,15110.383333333333,5,0.00036434017993413926,5,5,0,Legitimate,Low Risk
TX001521,AC00246,91.23,2023-05-15 16:13:00,Debit,Boston,D000184,32.240.176.64,M003,ATM,72,Retired,86,1,6385.12,2024-11-04 08:08:00,16,Monday,12927.916666666666,5,0.014285669545827514,5,5,0,Legitimate,Low Risk
TX001726,AC00246,290.86,2023-06-05 17:45:00,Debit,Louisville,D000621,173.232.121.213,M068,Online,45,Doctor,36,1,14631.88,2024-11-04 08:10:00,17,Monday,12422.416666666666,5,0.01987715336967159,5,5,0,Legitimate,Low Risk
TX001043,AC00246,180.65,2023-12-04 17:54:00,Debit,Charlotte,D000552,10.223.224.50,M012,Branch,22,Student,38,5,816.01,2024-11-04 08:09:00,17,Monday,8054.25,5,0.22111112471083585,5,5,0,Legitimate,Medium Risk
TX001023,AC00246,77.25,2023-12-22 17:49:00,Debit,Virginia Beach,D000142,45.182.28.148,M059,Branch,68,Doctor,157,1,14077.97,2024-11-04 08:07:00,17,Friday,7622.3,5,0.005486907067775555,5,5,0,Legitimate,Low Risk
TX000964,AC00247,10.77,2023-03-08 16:58:00,Debit,Indianapolis,D000253,37.227.215.145,M096,ATM,31,Doctor,178,1,10704.95,2024-11-04 08:10:00,16,Wednesday,14559.2,7,0.001005982654505205,7,6,0,Legitimate,Low Risk
TX001011,AC00247,273.92,2023-05-08 17:54:00,Debit,Virginia Beach,D000602,101.90.40.193,M086,Online,28,Student,35,1,1029.15,2024-11-04 08:09:00,17,Monday,13094.25,7,0.26590302383148084,7,6,0,Legitimate,Medium Risk
TX000173,AC00247,177.19,2023-05-15 17:25:00,Debit,Chicago,D000666,130.92.201.49,M088,Online,76,Retired,43,1,5343.3,2024-11-04 08:06:00,17,Monday,12926.683333333332,7,0.0331549501337874,7,6,0,Legitimate,Low Risk
TX001680,AC00247,67.25,2023-07-03 16:38:00,Debit,Miami,D000413,42.3.3.101,M013,Online,19,Student,157,1,467.4,2024-11-04 08:11:00,16,Monday,11751.55,7,0.1435738684884714,7,6,0,Legitimate,Low Risk
TX000985,AC00247,111.26,2023-08-18 17:07:00,Debit,Boston,D000102,138.220.61.84,M096,ATM,66,Doctor,43,1,14350.11,2024-11-04 08:07:00,17,Friday,10647.0,7,0.007752710417521711,7,6,0,Legitimate,Low Risk
TX001572,AC00247,101.28,2023-08-23 18:19:00,Credit,Chicago,D000506,81.222.37.186,M023,Online,32,Engineer,75,1,2774.35,2024-11-04 08:06:00,18,Wednesday,10525.783333333333,7,0.03649269461509359,7,6,0,Legitimate,Low Risk
TX001261,AC00247,414.77,2024-01-01 17:37:00,Debit,San Francisco,D000577,49.20.211.229,M014,Online,29,Doctor,274,1,5599.81,2024-11-04 08:08:00,17,Monday,7382.516666666666,7,0.074055359849736,7,6,0,Legitimate,Low Risk
TX000324,AC00248,138.12,2023-04-11 17:18:00,Credit,Los Angeles,D000182,45.182.28.148,M067,Branch,53,Doctor,281,1,1649.69,2024-11-04 08:11:00,17,Tuesday,13742.883333333333,7,0.08367409992185086,7,7,0,Legitimate,Low Risk
TX001068,AC00248,48.77,2023-06-15 17:49:00,Credit,Austin,D000273,110.247.153.70,M013,Online,42,Engineer,51,1,2040.16,2024-11-04 08:08:00,17,Thursday,12182.316666666668,7,0.023893276372258913,7,7,0,Legitimate,Low Risk
TX002012,AC00248,585.58,2023-09-04 16:13:00,Debit,Raleigh,D000580,175.166.115.182,M091,Branch,23,Student,55,1,1729.02,2024-11-04 08:09:00,16,Monday,10239.933333333332,7,0.3384816360504503,7,7,0,Legitimate,Medium Risk
TX002219,AC00248,590.68,2023-09-25 16:56:00,Debit,Washington,D000249,179.43.245.131,M037,Branch,27,Student,23,1,852.2,2024-11-04 08:09:00,16,Monday,9735.216666666667,7,0.6923112986404125,7,7,0,Legitimate,Medium Risk
TX001075,AC00248,44.54,2023-10-16 16:23:00,Debit,San Antonio,D000046,81.67.222.238,M048,ATM,31,Engineer,164,1,362.4,2024-11-04 08:07:00,16,Monday,9231.733333333334,7,0.12256466703357183,7,7,0,Legitimate,Low Risk
TX002119,AC00248,746.78,2023-11-27 16:29:00,Credit,Mesa,D000243,112.66.191.48,M001,Branch,21,Student,64,1,1699.81,2024-11-04 08:07:00,16,Monday,8223.633333333333,7,0.4390731475003087,7,7,0,Legitimate,Medium Risk
TX001957,AC00248,26.1,2023-12-01 17:45:00,Credit,Detroit,D000017,170.154.69.105,M032,Branch,66,Doctor,115,1,5243.0,2024-11-04 08:10:00,17,Friday,8126.416666666667,7,0.004977116704805492,7,7,0,Legitimate,Low Risk
TX000211,AC00249,304.93,2023-02-24 16:23:00,Debit,Portland,D000700,21.190.11.223,M098,ATM,65,Doctor,158,1,13531.22,2024-11-04 08:08:00,16,Friday,14847.75,5,0.022533627150607957,5,5,0,Legitimate,Low Risk
TX001506,AC00249,160.52,2023-08-07 16:15:00,Credit,Jacksonville,D000254,98.255.160.110,M034,ATM,78,Retired,112,1,5379.25,2024-11-04 08:07:00,16,Monday,10911.866666666667,5,0.0298350448399238,5,5,0,Legitimate,Low Risk
TX001071,AC00249,48.29,2023-09-25 17:58:00,Debit,San Diego,D000295,221.105.243.251,M060,Online,37,Engineer,242,1,8883.4,2024-11-04 08:07:00,17,Monday,9734.15,5,0.005435369861780199,5,5,0,Legitimate,Low Risk
TX001201,AC00249,18.41,2023-12-01 17:26:00,Debit,Atlanta,D000028,58.190.9.136,M072,Branch,53,Doctor,168,1,8287.54,2024-11-04 08:11:00,17,Friday,8126.75,5,0.002221139066711387,5,5,0,Legitimate,Low Risk
TX000829,AC00249,70.03,2023-12-18 18:34:00,Debit,Nashville,D000005,193.221.15.59,M073,Branch,63,Retired,49,1,7330.31,2024-11-04 08:07:00,18,Monday,7717.55,5,0.009552180988118084,5,5,0,Legitimate,Low Risk
TX001334,AC00250,840.16,2023-03-20 16:35:00,Credit,Colorado Springs,D000692,23.163.145.195,M014,Branch,20,Student,68,1,1236.76,2024-11-04 08:12:00,16,Monday,14271.616666666667,2,0.6787745604963805,2,2,0,Legitimate,Medium Risk
TX001472,AC00250,153.07,2023-04-03 18:37:00,Debit,Detroit,D000503,92.214.76.157,M034,ATM,56,Engineer,116,1,8873.43,2024-11-04 08:12:00,18,Monday,13933.583333333334,2,0.017248431730263237,2,2,0,Legitimate,Low Risk
TX002098,AC00251,1026.46,2023-06-21 16:40:00,Debit,Philadelphia,D000292,131.41.45.13,M009,Branch,53,Retired,165,1,3134.47,2024-11-04 08:07:00,16,Wednesday,12039.45,4,0.3273703782845953,4,3,0,Legitimate,Medium Risk
TX002239,AC00251,433.53,2023-10-19 17:06:00,Debit,Philadelphia,D000573,166.79.195.157,M098,Branch,38,Doctor,231,1,6368.32,2024-11-04 08:09:00,17,Thursday,9159.05,4,0.06806535077527899,4,3,0,Legitimate,Low Risk
TX002467,AC00251,883.92,2023-11-03 16:08:00,Credit,Tucson,D000058,117.67.192.211,M006,Online,53,Retired,129,1,2342.64,2024-11-04 08:11:00,16,Friday,8800.05,4,0.37715690123056445,4,3,1,Fraud,High Risk (Flagged)
TX000391,AC00251,426.93,2023-12-25 17:05:00,Debit,Omaha,D000129,3.70.1.133,M054,ATM,19,Student,248,1,476.19,2024-11-04 08:09:00,17,Monday,7551.066666666667,4,0.894675077013349,4,3,0,Legitimate,Medium Risk
TX002015,AC00252,331.98,2023-08-28 16:40:00,Debit,Denver,D000302,60.153.124.80,M047,ATM,74,Retired,12,1,7600.99,2024-11-04 08:09:00,16,Monday,10407.483333333334,2,0.04367014426485697,2,2,0,Legitimate,Low Risk
TX002243,AC00252,1169.59,2023-12-25 17:12:00,Debit,New York,D000484,142.184.68.230,M067,Online,28,Student,114,1,5946.45,2024-11-04 08:11:00,17,Monday,7550.983333333334,2,0.19665402819695835,2,2,1,Fraud,High Risk (Flagged)
TX000731,AC00253,430.35,2023-02-20 17:23:00,Debit,Charlotte,D000096,217.233.219.196,M007,Online,36,Doctor,205,1,354.9,2024-11-04 08:10:00,17,Monday,14942.783333333333,6,1.2091879741500422,6,6,0,Legitimate,Medium Risk
TX001882,AC00253,767.66,2023-05-08 17:44:00,Debit,San Jose,D000074,193.209.134.233,M085,ATM,63,Doctor,155,1,1801.69,2024-11-04 08:12:00,17,Monday,13094.466666666667,6,0.425841381490994,6,6,0,Legitimate,Medium Risk
TX000874,AC00253,758.12,2023-07-03 18:46:00,Debit,San Francisco,D000413,179.132.235.182,M028,ATM,69,Retired,90,1,6164.65,2024-11-04 08:11:00,18,Monday,11749.416666666666,6,0.12295864993958464,6,6,0,Legitimate,Low Risk
TX002288,AC00253,275.65,2023-08-14 16:52:00,Credit,Atlanta,D000241,6.44.165.160,M013,Branch,28,Engineer,14,1,4957.57,2024-11-04 08:08:00,16,Monday,10743.266666666666,6,0.055590623909715906,6,6,0,Legitimate,Low Risk
TX000249,AC00253,842.01,2023-09-12 16:43:00,Credit,Virginia Beach,D000209,62.152.134.92,M015,Online,53,Doctor,185,1,509.45,2024-11-04 08:08:00,16,Tuesday,10047.416666666666,6,1.649544519541581,6,6,1,Fraud,High Risk (Flagged)
TX001539,AC00253,20.05,2023-11-29 17:43:00,Debit,Chicago,D000293,164.75.163.220,M018,ATM,72,Retired,171,1,7145.67,2024-11-04 08:08:00,17,Wednesday,8174.416666666667,6,0.002805502422806706,6,6,0,Legitimate,Low Risk
TX000934,AC00254,32.46,2023-03-10 18:59:00,Debit,Charlotte,D000536,156.187.182.236,M092,Online,31,Doctor,10,1,8656.18,2024-11-04 08:09:00,18,Friday,14509.166666666666,6,0.003749488863579133,6,6,0,Legitimate,Low Risk
TX001586,AC00254,165.91,2023-03-15 17:40:00,Debit,Jacksonville,D000574,1.198.76.182,M084,ATM,26,Student,84,1,587.12,2024-11-04 08:09:00,17,Wednesday,14390.483333333334,6,0.28210229204924164,6,6,0,Legitimate,Medium Risk
TX001112,AC00254,508.16,2023-03-28 18:19:00,Debit,Mesa,D000010,7.28.148.225,M038,ATM,39,Engineer,131,1,5609.44,2024-11-04 08:09:00,18,Tuesday,14077.833333333334,6,0.09057400132609922,6,6,0,Legitimate,Low Risk
TX001150,AC00254,283.15,2023-08-11 16:31:00,Debit,Baltimore,D000383,36.77.94.252,M089,Online,24,Student,180,1,603.79,2024-11-04 08:11:00,16,Friday,10815.666666666666,6,0.46817903735180805,6,6,0,Legitimate,Medium Risk
TX001449,AC00254,39.24,2023-11-14 18:33:00,Debit,Dallas,D000164,214.67.148.245,M095,ATM,77,Retired,106,1,6462.41,2024-11-04 08:11:00,18,Tuesday,8533.633333333333,6,0.006071098692485856,6,6,0,Legitimate,Low Risk
TX001246,AC00254,175.07,2023-11-23 16:59:00,Debit,Las Vegas,D000406,58.190.9.136,M100,Online,28,Engineer,169,2,9274.64,2024-11-04 08:12:00,16,Thursday,8319.216666666667,6,0.0188741693295557,6,6,0,Legitimate,Low Risk
TX002309,AC00255,588.36,2023-01-09 16:08:00,Debit,Charlotte,D000356,82.51.236.134,M068,Online,33,Engineer,134,1,8434.99,2024-11-04 08:10:00,16,Monday,15952.033333333333,3,0.06974403715509384,3,3,0,Legitimate,Low Risk
TX001839,AC00255,137.86,2023-08-28 16:16:00,Credit,Sacramento,D000431,110.64.1.201,M096,Online,66,Doctor,120,1,8046.94,2024-11-04 08:11:00,16,Monday,10407.916666666666,3,0.017129849377604707,3,3,0,Legitimate,Low Risk
TX001007,AC00255,353.68,2023-11-06 16:32:00,Debit,Las Vegas,D000614,147.234.20.46,M030,Online,70,Retired,145,1,6777.12,2024-11-04 08:08:00,16,Monday,8727.6,3,0.05217966043681729,3,3,0,Legitimate,Low Risk
TX000490,AC00256,166.68,2023-03-27 18:47:00,Debit,Mesa,D000130,187.52.200.18,M008,ATM,57,Retired,139,1,5141.19,2024-11-04 08:12:00,18,Monday,14101.416666666666,3,0.032414204842683765,3,3,0,Legitimate,Low Risk
TX002079,AC00256,506.83,2023-04-24 17:27:00,Debit,Indianapolis,D000410,116.43.88.219,M064,Branch,37,Engineer,45,1,9975.79,2024-11-04 08:07:00,17,Monday,13430.666666666666,3,0.050800908909579126,3,3,0,Legitimate,Low Risk
TX001982,AC00256,584.88,2023-12-19 17:19:00,Debit,Philadelphia,D000202,91.204.200.167,M042,ATM,26,Student,121,1,548.45,2024-11-04 08:11:00,17,Tuesday,7694.866666666667,3,1.0644826644826644,3,3,0,Legitimate,Medium Risk
TX000550,AC00257,73.88,2023-01-02 16:27:00,Debit,Charlotte,D000611,142.148.226.178,M015,Online,39,Doctor,34,1,6474.41,2024-11-04 08:09:00,16,Monday,16119.7,11,0.011409316166852755,11,11,0,Legitimate,Low Risk
TX000748,AC00257,389.63,2023-02-16 16:20:00,Debit,Mesa,D000645,155.140.33.42,M100,Online,27,Engineer,99,1,9748.48,2024-11-04 08:08:00,16,Thursday,15039.8,11,0.039964182705128894,11,11,0,Legitimate,Low Risk
TX001627,AC00257,18.23,2023-03-22 17:31:00,Debit,Nashville,D000187,193.217.248.188,M064,ATM,56,Engineer,28,1,8422.2,2024-11-04 08:11:00,17,Wednesday,14222.666666666666,11,0.002164260613543546,11,11,0,Legitimate,Low Risk
TX001606,AC00257,620.54,2023-03-27 16:26:00,Credit,Omaha,D000078,161.168.126.136,M009,Branch,28,Student,98,1,213.36,2024-11-04 08:07:00,16,Monday,14103.683333333332,11,2.894849785407725,11,11,0,Legitimate,Medium Risk
TX002187,AC00257,512.76,2023-04-11 16:37:00,Debit,Fresno,D000678,210.228.226.64,M080,ATM,52,Doctor,26,1,5121.36,2024-11-04 08:07:00,16,Tuesday,13743.5,11,0.10010229659766202,11,11,0,Legitimate,Low Risk
TX000163,AC00257,60.65,2023-05-26 18:15:00,Credit,Tucson,D000456,10.144.131.89,M085,Branch,56,Retired,53,1,1047.28,2024-11-04 08:09:00,18,Friday,12661.9,11,0.05785667951310718,11,11,0,Legitimate,Low Risk
TX001430,AC00257,83.43,2023-05-30 16:28:00,Debit,New York,D000627,23.255.214.209,M012,Online,56,Retired,109,1,1870.16,2024-11-04 08:11:00,16,Tuesday,12567.716666666667,11,0.044587314820752906,11,11,0,Legitimate,Low Risk
TX001453,AC00257,83.62,2023-06-22 17:18:00,Debit,Raleigh,D000554,202.21.120.44,M069,ATM,48,Doctor,146,1,12652.22,2024-11-04 08:12:00,17,Thursday,12014.9,11,0.0066085944921529865,11,11,0,Legitimate,Low Risk
TX001013,AC00257,963.77,2023-07-11 16:45:00,Debit,Louisville,D000382,32.13.122.242,M055,ATM,41,Engineer,248,1,6710.51,2024-11-04 08:10:00,16,Tuesday,11559.416666666666,11,0.14359957744233412,11,11,0,Legitimate,Low Risk
TX002420,AC00257,277.22,2023-08-17 17:10:00,Debit,Kansas City,D000582,148.42.122.1,M035,Branch,35,Doctor,41,1,12104.51,2024-11-04 08:07:00,17,Thursday,10670.95,11,0.022900315641389748,11,11,0,Legitimate,Low Risk
